Compound,Smiles,pka,prot_smiles,deprot_smiles,acid_base_type,acid_base_string,prot_charge,deprot_charge,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,CCSO,NCSO,nA,nN,nD,nC,nF,nQ,nG,nH,nI,nP,nL,nK,nM,nT,nY,nV,nW,LipinskiFailures,nBase,ALogp2,nAcid,nRings4,nRings7,tpsaEfficiency,WTPT.5,PetitjeanNumber,MDEC.44,MDEO.11,MDEO.12,MDEN.11,MDEN.12,MDEN.13,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.tCH,khs.dsCH,khs.sssCH,khs.ddC,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sPH2,khs.dsssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sssdAs,khs.sBr,khs.sI,HybRatio,FMF,SC.6,VC.4,VC.6,VCH.4,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,nHBDon,nHBAcc,apol
4040,Cn1cnc2c(=O)[nH]cnc21,9.109999657,Cn1cnc2c(=O)[nH]cnc21,Cn1cnc2c(=O)[n-]cnc21,acidic,A,0,-1,3.6562,1.0304,3.1855,-1.827461759,-13.76371893,-12.37217973,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21734244,0,0,0,0.423647033,12.35317023,0.4,0,0,0,0,0,0,1.190550789,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.818181818,0,0,0,0,0.075383503,0,0,2,1,0,0,0,0,0,1,3,19.762758
4041,Cn1cnc2c1c(=O)[nH]c(=O)n2C,9.920000076,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1cnc2c1c(=O)[n-]c(=O)n2C,acidic,A,0,-1,5.1777,1.1915,3.8445,-1.669335564,-17.26226099,-14.50982314,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37982569,0,0,0,0.403632637,12.50760422,0.5,0,0.25,0,0,0,0,1.807204007,0.333333333,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.692307692,0,0,0,0,0.104159337,0,0,2,1,0,0,0,0,0,1,3,23.658344
4045,Cn1cnc2cnc(=O)[nH]c21,9.18999958,Cn1cnc2cnc(=O)[nH]c21,Cn1cnc2cnc(=O)[n-]c21,acidic,A,0,-1,3.651,1.0503,3.1304,-1.826314532,-13.55327438,-12.41510516,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07150276,0,0,0,0.423647033,12.34985339,0.4,0,0,0,0,0,0,1.190550789,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.818181818,0,0,0,0,0.07512603,0,0,2,1,0,0,0,0,0,1,3,19.762758
4053,Cn1nc(NN=O)nc1N1CCCCC1,5.460000038,Cn1nc([NH2+]N=O)nc1N1CCCCC1,Cn1nc(NN=O)nc1N1CCCCC1,acidic,A,0,-1,6.0599,1.1311,3.8798,-0.479899618,-16.65693117,-10.28893403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46333025,0,0,0,0.358885189,18.53211492,0.444444444,0,0,0,0,0,0,2.955737938,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.733333333,0,0,0,0,0.084850946,0,0,0,0,0,2,3,0,0,1,4,30.817102
4054,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,6.599999905,Cn1nc(S([NH3+])(=O)=O)s/c1=N\C(=O)C(F)(F)F,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,acidic,A,0,-1,2.8018,2.5425,3.5097,0.784918738,-16.37891969,-13.57712715,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41678116,0,0,0,0.399309574,11.62305524,0.5,0,0.650697637,0,0,0.516397779,0.25,1.414213562,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0.4,0.294117647,0.348461713,0.042943117,0.018591874,0,0.147552434,0,0,1,0,0,1,0,0,0,1,6,26.410965
4055,Cn1ncc2c(=O)[nH]cnc21,9.260000229,Cn1ncc2c(=O)[nH]cnc21,Cn1ncc2c(=O)[n-]cnc21,acidic,A,0,-1,4.0069,1.0009,3.1328,-1.826577438,-13.6792304,-13.64622371,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11417641,0,0,0,0.423647033,12.31593617,0.4,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.818181818,0,0,0,0,0.077483575,0,0,3,0,1,0,0,0,0,1,3,19.762758
4063,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,3.5,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[NH2+]c2ncns2)cc1F,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,acidic,A,0,-1,8.7964,1.3229,5.2926,-3.676123327,-25.83986616,-27.01025335,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.344089,0,0,0,0.280784531,15.19284399,0.5,0,0.5,0.333333333,0,0,0,0.636471324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0.055555556,0.806451613,0.083333333,0.025499586,0.007361096,0,0.1423894,0,0,1,13,1,0,0,0,0,1,6,56.681516
4064,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,4.5,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)[NH2+]c2nncs2)cc1Cl,Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,acidic,A,0,-1,8.4342,1.3141,4.8797,-3.487691205,-23.79232792,-25.3626673,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18.88597764,0,0,0,0.271797585,15.19284399,0.5,0,0.5,0.333333333,0,0,0,0.636471324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0.055555556,0.806451613,0.083333333,0.025499586,0.007361096,0,0.15813792,0,0,1,13,1,0,0,0,0,1,6,58.304516
4066,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1F,3.5,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)[NH2+]c2ncns2)cc1F,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1F,acidic,A,0,-1,9.1945,1.1733,5.16,-3.851959847,-24.86032505,-25.76128107,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62600625,0,0,0,0.291647612,15.1952192,0.5,0,0.5,0.333333333,0,0,0,0.636471324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.055555556,0.833333333,0.102062073,0.025499586,0.008499862,0,0.139021447,0,0,1,13,1,0,0,0,0,1,6,56.791309
4067,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2nncs2)cc1C#N,4.5,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)[NH2+]c2nncs2)cc1C#N,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2nncs2)cc1C#N,acidic,A,0,-1,9.4623,1.1261,5.2562,-5.22832218,-24.51634799,-27.4626195,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25468304,0,0,0,0.337720237,17.69018713,0.5,0,0.5,0.333333333,0,0.506557124,0.125,0.636471324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.055555556,0.806451613,0.102062073,0.025499586,0.008499862,0,0.141957166,1,0,1,12,2,0,0,0,0,1,7,59.094309
4069,Cn1ncnc1NN=O,4.449999809,Cn1ncnc1[NH2+]N=O,Cn1ncnc1NN=O,acidic,A,0,-1,3.7072,1.1483,2.8835,-0.646582218,-12.46319312,-9.834297323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095481,0,0,0,0.568046716,14.74249133,0.4,0,0,0,0,0,0,2.149139864,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.555555556,0,0,0,0,0.018683447,0,0,0,0,0,0,0,0,0,1,3,14.915965
4078,FC(F)(F)c1cc(C(F)(F)F)[nH]n1,7.510000229,FC(F)(F)c1cc(C(F)(F)F)[nH]n1,FC(F)(F)c1cc(C(F)(F)F)[n-]n1,acidic,A,0,-1,1.2284,1.3672,1.9352,1.045148184,-10.15131453,-7.53790631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28576225,0,0,0,0.140579816,6.015621961,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.384615385,0.288675135,0.026997462,0.007382105,0,0.044664968,0,0,0,3,0,2,0,0,0,1,1,15.675586
4080,FC(F)(F)c1cccc(NC=S)c1,10.77999973,FC(F)(F)c1cccc(NC=S)c1,FC(F)(F)c1cccc([N-]C=S)c1,acidic,A,0,-1,3.7508,0.9051,2.0741,0.150023901,-11.11897706,-8.968857553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.360369,0,0,0,0.215201346,2.922123094,0.428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0.461538462,0.144337567,0.013498731,0.004499577,0,0.027777778,0,0,0,5,1,1,0,0,0,1,1,23.751758
4083,FC(F)(F)c1nc2ncncc2[nH]1,5.119999886,FC(F)(F)C1=Nc2ncncc2[NH2+]1,FC(F)(F)c1nc2ncncc2[nH]1,acidic,A,0,-1,2.1863,1.2276,2.8017,-1.12167782,-12.78582696,-11.39063098,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23520996,0,0,0,0.289633122,12.31366205,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.692307692,0.144337567,0.013498731,0.003018408,0,0.067602886,0,0,3,1,0,1,0,0,0,1,3,18.631379
4084,FC(F)(F)c1ncnc2nc[nH]c12,7.349999905,FC(F)(F)c1ncnc2c1[NH2+]C=N2,FC(F)(F)c1ncnc2nc[nH]c12,acidic,A,0,-1,2.2184,1.2095,2.8262,-1.123422562,-12.89729924,-11.30867591,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28414224,0,0,0,0.289633122,12.27069644,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.692307692,0.11785113,0.013498731,0.003018408,0,0.051724534,0,0,1,2,0,1,0,0,0,1,3,18.631379
4095,Fc1cc(-c2cn[nH]n2)ccn1,7.590000153,Fc1cc(-c2cn[nH]n2)ccn1,Fc1cc(-c2cn[n-]n2)ccn1,acidic,A,0,-1,3.3376,1.0106,2.5378,-1.902963671,-11.41419694,-11.32684034,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01485476,0,0,0,0.331972315,11.9803006,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0,0,0.035557454,0,0,3,3,1,0,0,0,0,1,3,20.610965
4101,Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,10.40999985,Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,Fc1ccc([N-]C(=S)c2ccc(Cl)cc2)cc1,acidic,A,0,-1,5.2174,0.7386,1.9532,-1.546869025,-10.55047801,-12.09732314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21682569,0,0,0,0.166482508,3.053603949,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.823529412,0,0,0,0,0.06977383,0,0,1,11,1,0,0,0,0,1,1,35.618137
4102,Fc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.31999969,Fc1ccc(NC(=S)c2cccc(Br)c2)cc1,Fc1ccc([N-]C(=S)c2cccc(Br)c2)cc1,acidic,A,0,-1,5.2243,0.7424,1.9663,-1.484679732,-10.63828872,-12.12296845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96034329,0,0,0,0.142800589,3.053288448,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.823529412,0,0,0,0,0.092831263,0,0,1,11,1,0,0,0,0,1,1,36.488137
4103,Fc1ccc(NC(=S)c2ccccc2)cc1,10.77000046,Fc1ccc(NC(=S)c2ccccc2)cc1,Fc1ccc([N-]C(=S)c2ccccc2)cc1,acidic,A,0,-1,5.2517,0.7175,1.7555,-1.913862333,-9.408389101,-11.32225143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83319249,0,0,0,0.190952852,3.052551141,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0.04042541,0,0,1,11,1,0,0,0,0,1,1,34.10493
4104,Fc1ccc(NC=S)cc1,11.25,Fc1ccc(NC=S)cc1,Fc1ccc([N-]C=S)cc1,acidic,A,0,-1,3.4454,0.7117,1.691,-0.533006692,-8.69125239,-9.224235182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90536644,0,0,0,0.284607522,2.91079344,0.428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.024387902,0,0,0,6,0,0,0,0,0,1,1,20.877758
4106,Fc1ccc(S)cc1,6.349999905,Fc1ccc(S)cc1,Fc1ccc([S-])cc1,acidic,A,0,-1,2.5356,0.4936,0.8348,-0.118522945,-5.13458413,-5.253107075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73794116,0,0,0,0.303102269,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.047766813,0,0,0,6,0,0,0,0,0,0,0,17.350965
4112,Fc1cccc(-c2cn[nH]n2)c1,8.380000114,Fc1cccc(-c2cn[nH]n2)c1,Fc1cccc(-c2cn[n-]n2)c1,acidic,A,0,-1,3.6696,0.952,2.176,-1.890559273,-10.3042065,-10.85967973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15666289,0,0,0,0.254945314,8.995908614,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0,0,0.041054569,0,0,1,6,1,0,0,0,0,1,2,21.937758
4120,Fc1cccc(NC(=S)c2ccc(Cl)cc2)c1,10.15999985,Fc1cccc(NC(=S)c2ccc(Cl)cc2)c1,Fc1cccc([N-]C(=S)c2ccc(Cl)cc2)c1,acidic,A,0,-1,5.1394,0.7388,1.9184,-1.547036329,-10.36589388,-11.91293021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21682569,0,0,0,0.166482508,3.052657445,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.823529412,0,0,0,0,0.06977383,0,0,1,11,1,0,0,0,0,1,1,35.618137
4121,Fc1cccc(NC(=S)c2cccc(Br)c2)c1,10.01000023,Fc1cccc(NC(=S)c2cccc(Br)c2)c1,Fc1cccc([N-]C(=S)c2cccc(Br)c2)c1,acidic,A,0,-1,5.1692,0.7461,1.945,-1.484894837,-10.53307839,-12.01797323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96034329,0,0,0,0.142800589,3.052341943,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.823529412,0,0,0,0,0.092831263,0,0,1,11,1,0,0,0,0,1,1,36.488137
4122,Fc1cccc(NC(=S)c2ccccc2)c1,10.28999996,Fc1cccc(NC(=S)c2ccccc2)c1,Fc1cccc([N-]C(=S)c2ccccc2)c1,acidic,A,0,-1,5.2197,0.7274,1.7482,-1.913910134,-9.376362333,-11.29027247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83319249,0,0,0,0.190952852,3.051604636,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0.04042541,0,0,1,11,1,0,0,0,0,1,1,34.10493
4123,Fc1cccc(NC=S)c1,10.89000034,Fc1cccc(NC=S)c1,Fc1cccc([N-]C=S)c1,acidic,A,0,-1,3.3665,0.7113,1.6555,-0.533197897,-8.500979924,-9.03417782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90536644,0,0,0,0.284607522,2.909846935,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.024387902,0,0,0,6,0,0,0,0,0,1,1,20.877758
4138,N#CC(C#N)=C(c1ccccc1)C(C#N)C#N,2.299999952,N#CC(C#N)=C(c1ccccc1)C(C#N)C#N,N#CC(C#N)=C(c1ccccc1)[C+](C#N)C#N,acidic,A,0,-1,5.1352,0,2.596,-5.285086042,-11.12304015,-16.4081262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04467601,0,0,0,0.436395162,9.811162286,0.428571429,0,0,0,1.144714243,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.352941176,0,0,0,0,0.016037507,4,0,0,5,3,0,0,1,0,0,4,31.280758
4142,N#CC(C#N)N=Nc1ccccc1O,6.099999905,N#CC(C#N)N=Nc1ccccc1[OH2+],N#CC(C#N)N=Nc1ccccc1O,acidic,A,0,-1,4.008,1.0673,2.7262,-2.994431166,-12.28499044,-14.22007648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42731169,0,0,0,0.497328303,10.91697812,0.5,0,0,0,0.25,1.154700538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.428571429,0,0,0,0,0.0248452,2,0,0,6,0,0,1,0,0,1,5,25.042758
4157,N#CCC#N,11.18999958,N#CCC#N,N#C[CH-]C#N,acidic,A,0,-1,1.996,0,1.1234,-1.445028681,-4.637452199,-6.08248088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01085764,0,0,0,0.720671072,4.724873734,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,8.813586
4175,N#CNS(=O)(=O)c1ccc(N)cc1,2.920000076,N#C[NH2+]S(=O)(=O)c1ccc(N)cc1,N#CNS(=O)(=O)c1ccc(N)cc1,acidic,A,0,-1,3.3118,2.8429,3.4317,-1.788049713,-15.68551625,-16.11273901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073441,0,0,0,0.529676562,7.742444886,0.5,0,0.5,0,0.125,0.577350269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.461538462,0.102062073,0.025499586,0.008499862,0,0.033037231,0,0,0,6,0,0,0,0,0,2,5,24.791551
4177,N#CSc1ccc(O)cc1,8.569999695,N#CSc1ccc(O)cc1,N#CSc1ccc([O-])cc1,acidic,A,0,-1,2.8806,0.9344,1.551,-1.586615679,-7.643618547,-9.214890057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.566769,0,0,0,0.459044926,2.434450976,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.046443291,0,0,0,6,0,0,0,0,0,1,2,20.455965
4180,N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc(O)ccc12,6,N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc([OH2+])ccc12,N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc(O)ccc12,acidic,A,0,-1,5.0187,0.9821,3.6006,-5.680521033,-17.70310707,-21.41068356,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.178816,0,0,0,0.29661894,5.682025437,0.5,0,0.166666667,1,0,0.2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.791666667,0,0,0,0,0.159550917,1,0,2,11,3,0,0,0,0,1,4,42.175551
4181,N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,6.070000172,N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc([OH2+])ccc12,N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,acidic,A,0,-1,5.3464,0.9589,3.4939,-6.046940727,-17.10494742,-21.13372371,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44323856,0,0,0,0.329750125,5.681482941,0.454545455,0,0.166666667,1,0,0.2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826086957,0,0,0,0,0.136476476,1,0,2,11,3,0,0,0,0,1,4,40.662344
4182,N#Cc1c(-c2nc3ccccc3s2)c(=O)oc2cc(O)ccc12,6.380000114,N#Cc1c(-c2nc3ccccc3s2)c(=O)oc2cc([OH2+])ccc12,N#Cc1c(-c2nc3ccccc3s2)c(=O)oc2cc(O)ccc12,acidic,A,0,-1,5.127,0.9424,3.0701,-5.930616635,-14.93807361,-20.13470363,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36258404,0,0,0,0.360471204,5.681482941,0.454545455,0,0.166666667,0.707106781,0,0.2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.826086957,0,0,0,0,0.25397457,1,0,2,11,3,0,0,0,0,1,4,42.760344
